Code,Item #,Type #,Type,English,Japanese,Alt,Spanish,French,German,Italian
319C,639,14,Head,Thief's turban,かげのターバン,,Turbante de ladrón,Turban de voleur,Diebesturban,Turbante del brigante
319D,640,14,Head,Disturbin' turban,やみのターバン,,Turbante disturbante,Turban troublant,Turbulenter Turban,Disturbante
3207,641,14,Head,Malleable mask,バタフライマスク,,Máscara maleable,Masque de mobilité,Maske der Mobilität,Maschera della mobilità
3208,642,14,Head,Papillon mask,パピヨンマスク,,Máscara de mariposa,Masque papillon,Schmetterlings-maske,Maschera Papillon
3081,643,14,Head,Magical hat,マジカルハット,,Sombrero mágico,Chapeau magique,Zauberhut,Cappello magico
3082,644,14,Head,Mega-magical hat,マジカルハット改,,Sombrero megamágico,Chapeau mégamagique,Mega-Zauberhut,Copricapo incantato
3073,645,14,Head,Musketeer hat,ビーバーハット,,Sombrero de mosquetero,Coiffe de mousquetaire,Musketierhut,Cappello Rouge
3074,646,14,Head,Cavalier hat,ブリリアンハット,,Sombrero de caballero,Chapeau de cavalier,Kavaliershut,Cappello da cavaliere
2FAA,647,14,Head,Battler's band,ヘッドバンド,,Cinta de batallador,Bandeau d'effort,Bataille-Band,Fascia del combattente
3075,648,14,Head,Minerva's mitre,ミネルヴァミトル,,Mitra de Minerva,Mitre de Minerve,Minerva-Mitra,Tiara di Minerva
3076,649,14,Head,Canny cap,ちしきのぼうし,,Gorra astuta,Galurin malin,Kluge Kappe,Copricapo Cent'astuzie
3079,650,14,Head,Top hat,スターハット,,Sombrero de copa,Haut-de-forme,Zylinderhut,Cappello a cilindro
2FAC,651,14,Head,Ravishing ribbon,オレンジリボン,,Lazo deslumbrante,Ruban ravissant,Schicke Schleife,Fiocco fatato
30D3,652,14,Head,Wizard's hat,だいまどうぼうし,,Sombrero de mago,Chapeau de sorcier,Magierhut,Cappello da mago
3083,653,14,Head,Witch's hat,ウィッチハット,,Gorro de bruja,Chapeau de sorcière,Hexenhut,Cappello da strega
30C0,654,14,Head,Mitre,しんかんのぼうし,,Mitra,Mitre,Mitra,Mitra
3084,655,14,Head,Unhappy hat,しわよせのぼうし,しわよせの帽子,Sombrero triste,Chapeau misérable,Schlapphut,Infelicappello
3085,656,14,Head,Happy hat,しあわせのぼうし,,Sombrero alegre,Chapeau de félicité,Faschingshut,Cappello della gioia
3003,657,14,Head,Spellward circlet,おうごんのティアラ,,Tocado anticonjuros,Tiare antisort,Zauberbann-Reif,Tiara splendente
3202,658,14,Head,Phantom mask,ファントムマスク,,Máscara fantasmal,Masque de fantôme,Phantommaske,Maschera da fantasma
3086,659,14,Head,Spring breeze hat,はるかぜのぼうし,,Sombrero primaveral,Coiffe printanière,Frühlingsbrisenhut,Turbante della primavera
3087,660,14,Head,Summer cloud hat,なつぐものぼうし,,Sombrero veraniego,Coiffe estivale,Sommerwolkenhut,Turbante dell'estate
3088,661,14,Head,Autumn shower hat,あきさめのぼうし,,Sombrero otoñal,Coiffe automnale,Herbstschauerhut,Turbante dell'autunno
3089,662,14,Head,Winter sky hat,ふゆぞらのぼうし,,Sombrero invernal,Coiffe hivernale,Winterhimmelhut,Turbante dell'inverno
30D4,663,14,Head,Thug's mug,あらくれマスク,,Jeta de matón,Masque de brute,Gaunerfresse,Maschera da duro
3209,664,14,Head,Maid's mop,ヘッドドレス,,Diadema de fregona,Coiffe de servante,Zofenzöpfchen,Cuffia da governante
3205,665,14,Head,Halo,天使のわっか,,Halo,Auréole,Glorienschein,Aureola
3091,666,14,Head,Tip-top topper,白いシルクハット,,Chistera sin chiste,Haut-de-forme de luxe,Weißer Zylinder,Cappello Blanko
3092,667,14,Head,Proper topper,くろいシルクハット,,Sombrero de alto copete,Haut-de-forme élégant,Schwarzer Zylinder,Cappello Nirum
320A,668,14,Head,Silken veil,シルクのベール,,Velo de seda,Voile de soie,Seidenschleier,Velo di seta
308C,669,14,Head,Santa's hat,サンタのぼうし,,Gorro de Papá No Es,Bonnet de Père Noël,Nikolausmütze,Cappello della festa
320B,670,14,Head,Supernatural specs,マジカルメガネ,,Gafas sobrenaturales,Lunettes surnaturelles,Übernatürliche Brille,Occhiali magici
320E,671,14,Head,X-ray specs,いやしのメガネ,,Gafas de rayos X,Lunettes à rayons X,Röntgenbrille,Occhiali X
320F,672,14,Head,Silver specs,ぎんぶちメガネ,,Gafas plateadas,Lunettes d'argent,Silberne Sehhilfe,Occhiali d'argento
320C,673,14,Head,Sharp shades,サングラス,,Gafas de sol,Lunettes pointues,Scharfe Sonnenbrille,Occhiali da sole
320D,674,14,Head,Monarchic moustache,おうさまのヒゲ,,Bigote monárquico,Noble moustache,Souveräner Schnurrbart,Baffi imperiali
30D7,675,14,Head,Skull cap,がいこつマスク,,Máscara de calavera,Cagoule squelette,Schädelmütze,Maschera del teschio
3094,676,14,Head,Swashbuckler's bonnet,かいぞくハット,,Sombrero de Alamustia,Chapeau de pirate,Korsarenkappe,Cappello da filibustiere
30D6,677,14,Head,Pumpkin head,パンプキンヘッド,,Cabeza de calabaza,Tête de citrouille,Kürbiskopf,Faccia da zucca
3274,678,14,Head,Brown afro,くろいアフロ,,Pelo afro castaño,Perruque afro brune,Brauner Afro,Taglio afro castano
3275,679,14,Head,Red afro,赤いアフロ,,Pelo afro pelirrojo,Perruque afro rousse,Roter Afro,Taglio afro rosso
2FA1,680,14,Head,Alefgard helm,ラダトームかぶと,,Yelmo de Alefgrado,Casque d'Alefgard,Alefgard-Helm,Elmo di Alefgard
2FA3,681,14,Head,Midenhall helm,ローレシアメット,,Casco de Centrumbría,Casque de Médiévande,Mitthall-Helm,Casco di Midenhall
3002,682,14,Head,Aliahan headpiece,ゆうしゃのかんむり,,Tocado de Aliana,Coiffe d'Aliah,Aliahan-Helm,Copricapo di Aliahan
3004,683,14,Head,Zenithian helm,天空のかぶと,,Yelmo de Zenithia,Casque zénithien,Zenithia-Helm,Elmo Zenithiano
30CC,684,14,Head,Gothan turban,グランターバン,,Turbante de Pankraz,Turban de Gotha,Humburg-Turban,Turbante di Denim
3264,685,14,Head,Somnia hair,レイドックヘア,,Cabello de Somnia,Coiffure de Somnia,Somnia-Frisur,Acconciatura di Somnia
30CD,686,14,Head,Estard hood,エスタードずきん,,Capucha estardana,Capuche de Melyor,Estard-Kapuze,Cappuccio di Estard
30CB,687,14,Head,Trodain bandana,トロデーンバンダナ,,Pañuelo trodiano,Foulard de Trodain,Trodain-Bandana,Bandana di Trodain
3265,688,14,Head,Cannock helm,サマルトリアヘア,,Yelmo de Cannock,Casque de Cannock,Cannock-Helm,Elmo di Cannock
31EC,689,14,Head,Moonbrooke hood,ムーンブルクフード,,Capucha de Arroyo Luna,Capuche de Ruisselune,Mondbach-Kapuze,Copricapo di Moonbrooke
2FA0,690,14,Head,Ragnar's helm,ライアンのかぶと,,Yelmo de Ragnar,Casque de Ragnar,Ragnar-Helm,Elmo di Galiardo
30CE,691,14,Head,Alena's hat,アリーナハット,,Sombrero de Alena,Chapeau d'Alina,Alena-Hut,Cappellino di Alena
308A,692,14,Head,Kiryl's kamilavka,クリフトのぼうし,,Kamilavka de Kiryl,Kamilavka de Kiryl,Kyrill-Kamilavkion,Copricapo di Kiryl
3266,693,14,Head,Borya's bouffant,ブライヘア,,Cabeza de Borya,Bouille de Borya,Borja-Pludermütze,Maschera di Boris
308E,694,14,Head,Torneko's cap,トルネコのぼうし,,Gorro de Torneko,Chapeau de Torneko,Torneko-Kappe,Berretto di Baldo
3267,695,14,Head,Maya's mane,マーニャヘア,,Melena de Maya,Chevelure de Maya,Maya-Mähne,Acconciatura di Maya
3268,696,14,Head,Meena's mane,ミネアヘア,,Melena de Meena,Chevelure de Mina,Mina-Mähne,Acconciatura di Myra
326B,697,14,Head,Bianca's braid,ビアンカヘア,,Trenza de Bianca,Tresse de Bianca,Bianca-Zopf,Acconciatura di Bianca
326C,698,14,Head,Nera's hair,フローラヘア,,Pelo de Nera,Coiffure de Nera,Nera-Frisur,Acconciatura di Nera
3206,699,14,Head,Debora's damasks,デボラコサージュ,,Floripondios de Stefania,Barrette de Pandora,Griselda-Rosenfrisur,Acconciatura di Viola
326D,700,14,Head,Carver's hair,ハッサンヘア,,Pelo de Ebanisto,Chevelure d'Olivier,Schnitzer-Frisur,Taglio alla Carver
326E,701,14,Head,Milly's hair,ミレーユヘア,,Pelo de Mencía,Chevelure d'Émilie,Milly-Frisur,Acconciatura di Milly
326F,702,14,Head,Ashlynn's hair,バーバラヘア,,Pelo de Lucía,Chevelure de Lauraline,Ashlynn-Frisur,Acconciatura di Ashlynn
3270,703,14,Head,Kiefer's hair,キーファヘア,,Pelo de Cleómenes,Chevelure de Killyan,Kiefer-Frisur,Taglio alla Kiefer
31ED,704,14,Head,Maribel's hood,マリベルのずきん,,Capucha de Gorgo,Capuchon de Maribel,Maribel-Kapuze,Cappuccio di Maribel
30D5,705,14,Head,Trodeface,トロデマスク,,Cara de Trode,Tête de Trode,Trode-Gesicht,Maschera di Trode
308F,706,14,Head,Yangus's titfer,ヤンガスのかぶと,,Sombrero de Yangus,Casque de Yangus,Yangus-Käppi,Zucchetto di Yangus
3271,707,14,Head,Jess's tresses,ゼシカヘア,,Cabellera de Jess,Couettes de Jess,Jessica-Frisur,Acconciatura di Jessica
3272,708,14,Head,Templar's tresses,ククールヘア,,Cabellera templaria,Chevelure de Templier,Templerfrisur,Taglio alla Templare
3273,709,14,Head,Morrie's mullet,モリーヘア,,Mullet de Morrie,Coiffure de Morry,Morrie-Halbglatze,Taglio alla Morrie
3204,710,14,Head,Fleurette's floret,セティアコサージュ,,Flor de Fleurette,Fleur de Fleurette,Fleurette-Blümchen,Ornamento di Fleurette
3203,711,14,Head,Stellar starflower,ギャルのコサージュ,,Flor estelar,Fleur stellaire,Sternenblume,Fiore delle stelle
3090,712,14,Head,Erinn's headkerchief,リッカのバンダナ,,Pañuelo de Sada,Mouchoir de Bérangère,Thekla-Kopftuch,Foulard di Nadine
3B60,713,16,Arms,Leather gauntlets,皮のこて,,Guanteletes de cuero,Gantelets de cuir,Fehdehandschuhe,Guanti del dragone
3BBB,714,16,Arms,Iron gauntlets,てつのこて,,Guanteletes de hierro,Gantelets de fer,Eisenhandschuhe,Guanti di ferro
3BBD,715,16,Arms,Steel gauntlets,はがねのこて,,Guanteletes de acero,Gantelets d'acier,Stahlhandschuhe,Guanti d'acciaio
3BBE,716,16,Arms,Gigasteel gauntlets,たまはがねのこて,,Guanteletes de gigacero,Gantelets de trempacier,Gigastahl-handschuhe,Guanti Inox
3AB9,717,16,Arms,Silver bracelets,ぎんのリスト,,Brazaletes de plata,Bracelets d'argent,Silberne Armschienen,Bracciali d'argento
3BC2,718,16,Arms,Magic mittens,まほうのこて,,Guantes mágicos,Mitaines magiques,Fidibusfäustlinge,Guanti magici
3BC3,719,16,Arms,Enchanted gloves,せいれいのこて,,Guantes encantados,Gants enchantés,Verzauberte Fäustlinge,Guanti incantati
3BB0,720,16,Arms,Ethereal gloves,げんまのこて,,Guantes etéreos,Gants ésotériques,Ätherische Handschuhe,Guanti eterei
3AFE,721,16,Arms,Femiscyran fingerwear,アマゾネスのこて,,Cubrededos feminísticos,Gants de Fémiscyra,Femiscyra-Handschuhe,Guanti di Femiscyra
3AFD,722,16,Arms,Bruiser's bracers,ぶおうのうであて,,Protección destructora,Brassards de brute,Schläger-Armschienen,Fasce da combattimento
3BB6,723,16,Arms,Dragon warrior gloves,竜戦士のこて,,Guantes de draconarius,Gants de dracoguerrier,Drachenkrieger-stulpen,Guanti Draconis
3B01,724,16,Arms,Light gauntlets,ライトガントレット,,Guanteletes ligeros,Gantelets légers,Leichte Handschuhe,Guanti leggeri
3B03,725,16,Arms,Sturdy gauntlets,ミドルガントレット,,Guanteletes resistentes,Gantelets solides,Robuste Handschuhe,Guanti robusti
3B04,726,16,Arms,Heavy gauntlets,ヘビーガントレット,,Guanteletes pesados,Gantelets lourds,Schwere Handschuhe,Guanti pesanti
3AFF,727,16,Arms,Metallic mitts,メタルグラブ,,Guantes metálicos,Mitaines de métal,Metallhandschuhe,Guanti metallici
3AC3,728,16,Arms,Battler's bracers,とうしのうであて,,Protectores de batalla,Brassards d'effort,Kampf-Armschienen,Bracciali Jolly
3A9F,729,16,Arms,Riotous wristbands,ぶしんのリスト,,Muñequeras desenfreno,Poignets d'émeutier,Aufruhrarmbänder,Bracciali da rissa
3AA0,730,16,Arms,Blessed bindings,さとりのうでまき,,Ribetes benditos,Poignets bénis,Segensreiche Armbänder,Fasce benedette
3BBF,731,16,Arms,Metal slime gauntlets,メタスラのこて,,Guantes limometálicos,Gants gluant de métal,Metallschleim-handschuhe,Guanti dello Slime grigio
3BC0,732,16,Arms,Liquid metal slime gloves,はぐれメタルのこて,,Limoguantes metalíquidos,Gants gluant de mercure,Flüssigmetall-handschuhe,Guanti del Liquislime
3BC1,733,16,Arms,Metal king slime gloves,メタルキングのこて,,Limoguantes reales,Gants roi gluant métal,Metallkönig-handschuhe,Guanti del Re Slime grigio
3BB1,734,16,Arms,Rusty gauntlets,さびついたこて,,Guanteletes oxidados,Gantelets rouillés,Rostige Handschuhe,Guanti arrugginiti
3BBC,735,16,Arms,Erdrick's gauntlets,ロトのこて,,Guanteletes de Erdrick,Gantelets d'Elric,Erdrick-handschuhe,Guanti di Erdrick
3BB2,736,16,Arms,Vesta gauntlets,カグツチのこて,,Guanteletes de Vesta,Gantelets de Vesta,Vestahandschuhe,Guanti Flamma
3BB3,737,16,Arms,Diana gauntlets,ツクヨミのこて,,Guanteletes de Diana,Gantelets de Diane,Dianahandschuhe,Guanti Lunaria
3BB4,738,16,Arms,Tempestes gauntlets,スサノオのこて,,Guantes de Tempestes,Gantelets de Jupiter,Tempestes-handschuhe,Guanti Tempestas
3BB5,739,16,Arms,Sol Invictus gauntlets,アマテラスのこて,,Guanteletes Sol Invictus,Gants de Sol Invictus,Sol-Invictus-Stulpen,Guanti Solaria
3A9B,740,16,Arms,Cotton gloves,ぬののてぶくろ,布の手袋,Guantes de algodón,Gants de coton,Baumwoll-handschuhe,Guanti di cotone
3A9C,741,16,Arms,Linen gloves,あさのぐんて,,Guantes de lino,Gants de lin,Leinenhandschuhe,Guanti di lino
3A9D,742,16,Arms,Leather gloves,皮のてぶくろ,,Guantes de cuero,Gants de cuir,Lederhandschuhe,Guanti di pelle
3AA1,743,16,Arms,Rubber gloves,ゴームのてぶくろ,,Guantes de goma,Gants de caoutchouc,Gummihandschuhe,Guanti di gomma
3AA2,744,16,Arms,Wayfarer's gloves,たびびとのてぶくろ,,Mitones de viaje,Gants de voyageur,Reisehandschuhe,Guanti da viandante
3ABF,745,16,Arms,Ultramarine mittens,あおのグローブ,青のグローブ,Mitones ultramarinos,Mitaines outremer,Ultramarin-Fäustlinge,Guanti oceanici
3A98,746,16,Arms,Warrior's gloves,戦士のグローブ,,Guantes de guerrero,Gants de guerrier,Krieger-handschuhe,Guanti da guerriero
3AC8,747,16,Arms,Lockpicker's mitts,かぎあけグローブ,,Manoplas de cerrajero,Mitaines de crocheteur,Ganoven-handschuhe,Guanti da scassinatore
3AFC,748,16,Arms,Fingerless gauntlets,ゆびぬきグローブ,,Guanteletes sin dedos,Gantelets-mitaines,Fingerlose Stulpen,Guanti Sindedos
3B02,749,16,Arms,Archer's armguard,射手のてぶくろ,,Protección de arquero,Gants d'archer,Bogenschützen-bänder,Guanti da arciere
3A99,750,16,Arms,Gorgeous gloves,おしゃれなグローブ,,Guantes fantásticos,Gants élégants,Herrliche Handschuhe,Guanti eleganti
3A9A,751,16,Arms,Mental mittens,剣士のグローブ,,Guantes locos,Mitaines psychiques,Wahnsinns-fäustlinge,Guanti Menaman
3AC5,752,16,Arms,Einhänder,かたてグローブ,片手グローブ,Einhänder,Einhänder,Einhänder,Unicum
3AA5,753,16,Arms,Mayoress's mittens,きふじんのてぶくろ,,Guantes de alcaldesa,Gants de dame,Herzoginnen-handschuhe,Guanti delle meraviglie
3AA6,754,16,Arms,Marquess's mittens,ひめのてぶくろ,,Guantes de marqués,Gants de marquise,Fürstinnen-fäustlinge,Guanti della marchesa
3AA7,755,16,Arms,Monarch's mittens,女王のてぶくろ,,Guantes de monarca,Gants de reine,Hoheits-handschuhe,Guanti del trono
3AB8,756,16,Arms,Heavy handwear,あつでのグローブ,,Protección pesada,Gants épais,Harte Handschuhe,Guanti della difesa
3AA8,757,16,Arms,Veteran's gloves,古強者のグローブ,,Guantes de veterano,Gants de vétéran,Veteranen-handschuhe,Guanti da veterano
3AA9,758,16,Arms,Enchantress's gloves,まじょのてぶくろ,,Guantes de pitonisa,Gants d'enchanteresse,Zauberinnen-handschuhe,Guanti da ammaliatrice
3AAA,759,16,Arms,Minister's mittens,しんかんのグローブ,,Guantes de ministro,Gants de prêtre,Priester-handschuhe,Guanti del sacerdote
3B05,760,16,Arms,Fingerless gloves,オープンフィンガー,,Guantes sin dedos,Mitaines,Fingerlose Handschuhe,Guanti senza dita
3AAB,761,16,Arms,Glommer's gloves,かいとうグローブ,,Guantes de chorizo,Gants de gloire,Diebeshandschuhe,Guanti del destino
3AAC,762,16,Arms,Guru's gloves,さとりのてぶくろ,,Guantes de gurú,Gants de gourou,Harehare-Handschuhe,Guanti da guru
3AC7,763,16,Arms,Crimson gauntlets,しんくのグローブ,,Guanteletes carmesís,Gantelets pourpres,Purpurhandschuhe,Guanti rossi
3AAD,764,16,Arms,Gloomy gloves,くらやみのミトン,,Guantes fúnebres,Gants lugubres,Düstere Handschuhe,Guanti fatali
3AAE,765,16,Arms,Murky mittens,やみわだのミトン,,Manoplas turbias,Gants ténébreux,Finstere Fäustlinge,Guanti delle tenebre
3AAF,766,16,Arms,Matador's gloves,マタドールグラブ,,Guantes lolailo,Gants de matador,Matador-handschuhe,Guanti da matador
3AB0,767,16,Arms,Apprentice's gloves,わざしのてぶくろ,,Guantes de aprendiz,Gants d'apprenti,Lehrlings-handschuhe,Guanti da apprendista
3AB1,768,16,Arms,Master's gloves,めいじんのてぶくろ,,Guantes de señor,Gants de maître,Meister-handschuhe,Guanti da maestro
3AB2,769,16,Arms,Grandmaster's gloves,たつじんのてぶくろ,,Guantes de gran señor,Gants de grand maître,Großmeister-handschuhe,Guanti da preside
3AB3,770,16,Arms,Godly gloves,かみわざのてぶくろ,,Guantes divinos,Gants divins,Himmlische Handschuhe,Guanti divini
3AF4,771,16,Arms,Alefgard gloves,ラダトームグローブ,,Guantes de Alefgrado,Gants d'Alefgard,Alefgard-Handschuhe,Guanti di Alefgard
3AF5,772,16,Arms,Midenhall gloves,ローレシアグローブ,,Guantes de Centrumbría,Gants de Médiévande,Mitthall-Handschuhe,Guanti di Midenhall
3AF7,773,16,Arms,Aliahan gloves,ゆうしゃのグローブ,,Guantes de Aliana,Gants d'Aliah,Aliahan-Handschuhe,Guanti di Aliahan
3AB4,774,16,Arms,Zenithian gauntlet,天空のグローブ,,Guante de Zenithia,Gantelet zénithien,Zenithia-Handschuh,Guanto di Zenithia
3AB5,775,16,Arms,Gothan wristbands,グランバニアリスト,,Muñequeras de Pankraz,Poignets de Gotha,Humburg-Armbänder,Fasce di Denim
3B56,776,16,Arms,Somnia gloves,レイドックグローブ,,Guantes de Somnia,Gants de Somnia,Somnia-Handschuhe,Guanti di Somnia
3AF6,777,16,Arms,Cannock gloves,サマルトリアグラブ,,Guantes de Cannock,Gants de Cannock,Cannock-Handschuhe,Guanti di Cannock
3AF8,778,16,Arms,McRyan's mittens,ライアンのグローブ,,Mitones de McRyan,Gants de McRyan,Ragnar-Handschuhe,Guanti di Galiardo
3AF9,779,16,Arms,Alena's gloves,アリーナのてぶくろ,,Guantes de Alena,Gants d'Alina,Alena-Handschuhe,Guanti di Alena
3AB6,780,16,Arms,Maya's bracelets,マーニャのリスト,,Brazaletes de Maya,Bracelets de Maya,Maya-Armreife,Bracciali di Maya
3AB7,781,16,Arms,Meena's bracelets,ミネアのうでかざり,,Brazaletes de Meena,Bracelets de Mina,Mina-Armreife,Bracciali di Myra
3ABA,782,16,Arms,Bianca's bracelets,ビアンカのリスト,,Brazaletes de Bianca,Bracelets de Bianca,Bianca-Armreife,Bracciali di Bianca
3ABB,783,16,Arms,Nera's bracelets,フローラのリスト,,Brazaletes de Nera,Bracelets de Nera,Nera-Armreife,Bracciali di Nera
3ABC,784,16,Arms,Carver's bracers,ハッサンのリスト,,Protectores de Ebanisto,Bracelets d'Olivier,Schnitzer-Armschienen,Bracciali di Carver
3ABD,785,16,Arms,Milly's bracers,ミレーユのうであて,,Protectores de Mencía,Brassards d'Émilie,Milly-Armreife,Bracciali di Milly
3ABE,786,16,Arms,Ashlynn's gloves,バーバラのグローブ,,Guantes de Lucía,Gants de Lauraline,Ashlynn-Handschuhe,Guanti di Ashlynn
3AF3,787,16,Arms,Kiefer's gloves,キーファのてぶくろ,,Guantes de Cleómenes,Gants de Killyan,Kiefer-Handschuhe,Guanti di Kiefer
3AC0,788,16,Arms,Blindin' bracers,ヤンガスのリスト,,Protectores cegadores,Brassards éblouissants,Blendende Armschienen,Bracciali abbacinanti
3AC1,789,16,Arms,Angelo's gloves,ククールのグローブ,,Guantes de Angelo,Gants d'Angelo,Angelo-Handschuhe,Guanti di Angelo
3AC2,790,16,Arms,Grandissimo gloves,モリーグローブ,,Guantes grandissime,Gants belissimi,Morrie-Handschuhe,Guanti di Morrie
42DE,791,18,Feet,Leather boots,皮のブーツ,,Botas de cuero,Bottes de cuir,Lederstiefel,Stivali di pelle
432B,792,18,Feet,Hobnail boots,エンジニアブーツ,,Botas claveteadas,Chaussures ferrées,Nagelstiefel,Stivali da lavoro
42DF,793,18,Feet,Wellington boots,ゴームのながぐつ,,Botas de agua,Bottes en caoutchouc,Gummistiefel,Stivali di gomma
43EF,794,18,Feet,Iron sabatons,てつのグリーブ,,Escarpes de hierro,Solerets de fer,Eiserne Sabatons,Gambali di ferro
43F3,795,18,Feet,Steel sabatons,はがねのグリーブ,,Escarpes de acero,Solerets d'acier,Stahl-Sabatons,Gambali d'acciaio
43F4,796,18,Feet,Gigasteel sabatons,たまはがねグリーブ,,Escarpes de gigacero,Solerets de trempacier,Gigastahl-Sabatons,Gambali Inox
42CC,797,18,Feet,Warrior's boots,戦士のブーツ,,Botas de guerrero,Bottes de guerrier,Kriegerstiefel,Stivali da guerriero
42D4,798,18,Feet,Femiscyran footwear,アマゾネスブーツ,,Zapatos de Feministia,Bottes de Fémiscyra,Femiscyra-Schuhe,Stivali di Femiscyra
42CD,799,18,Feet,Frugal footwear,じゅんれいのブーツ,,Calzado frugal,Bottes ordinaires,Schlichte Schuhe,Scarponi semplici
42D1,800,18,Feet,Wizard wellies,とんがりブーツ,,Botas de mago,Brodequins de magicien,Spitze Stiefel,Stivali da mago
42CE,801,18,Feet,Bandit boots,ちんもくのブーツ,,Botas de bandido,Bottes de bandit,Schurkenstiefel,Stivaloni da bandito
42D2,802,18,Feet,Acroboots,かるわざしのブーツ,,Acrobotas,Acrobottes,Sportstiefel,Stivali Acrobax
4394,803,18,Feet,Payback pumps,スパイクレガース,,Zapatos vengadores,Chaussures à talion,Vergeltungs-galoschen,Scarponi della vendetta
42D5,804,18,Feet,Cowboy boots,ウエスタンブーツ,,Botas de vaquero,Bottes de cow-boy,Cowboystiefel,Stivali da mandriano
42D6,805,18,Feet,Hip boots,おしゃれなブーツ,,Botas molonas,Bottes tendance,Elegante Stiefel,Stivaloni alti
4396,806,18,Feet,Saintly sollerets,ホーリーグリーブ,,Escarpes sagrados,Solerets sacrés,Heiligenschuhe,Gambali santi
42D8,807,18,Feet,Clever clogs,ちえのブーツ,,Zuecos de inteligencia,Souliers futés,Clevere Clogs,Scarponi resistenti
42DD,808,18,Feet,Crimson boots,しんくのブーツ,,Botas carmesís,Bottes pourpres,Blutrote Stiefel,Stivali purpurei
42DA,809,18,Feet,Agiliboots,はやてのブーツ,,Agilibotas,Agilibottes,Siebenmeilenstiefel,Stivagili
42DB,810,18,Feet,Hiking boots,あらしのブーツ,,Botas de montaña,Bottes de marche,Wanderstiefel,Forestivali
4397,811,18,Feet,Dragon warrior boots,竜戦士のブーツ,,Botas de draconarius,Bottes de dracoguerrier,Drachenkrieger-stiefel,Stivali Draconis
42CF,812,18,Feet,Sneakers,せいじゃくのブーツ,,Botas sigilosas,Baskets,Turnschuhe,Gambalagili
432C,813,18,Feet,Veteran's boots,古強者のブーツ,,Botas de veterano,Bottes de vétéran,Veteranenstiefel,Stivali da veterano
432E,814,18,Feet,She-mage shoes,まじょのブーツ,,Zapatos de maga,Bottines de magicienne,Zauberinnen-schuhe,Scarponcini da strega
432F,815,18,Feet,Blessed boots,しんかんのブーツ,神官のブーツ,Botas benditas,Bottes bénies,Segensstiefel,Stivali benedetti
432D,816,18,Feet,Combat boots,ぶしんのブーツ,,Botas de combate,Bottes de combat,Kampfstiefel,Stivali da battaglia
431D,817,18,Feet,Brahman boots,さとりのブーツ,,Botas de brahmán,Bottes brahmaniques,Brahmanenstiefel,Stivali bicolore
43F2,818,18,Feet,Metal slime sollerets,メタスラブーツ,,Escarpes limometálicos,Bottes gluant de métal,Metallschleim-schuhe,Scarponi dello Slime grigio
43F5,819,18,Feet,Liquid metal slime boots,はぐれメタルブーツ,,Limobotas metalíquidas,Bottes gluant mercure,Flüssigmetall-stiefel,Scarponi del Liquislime
43F6,820,18,Feet,Metal king slime boots,メタルキングブーツ,,Limometabotas reales,Bottes roi gluant métal,Metallkönigstiefel,Cioce del Re Slime grigio
431E,821,18,Feet,Hero's boots,えいゆうのブーツ,,Botas de héroe,Bottes de héros,Heldenstiefel,Stivali dell'eroe
431F,822,18,Feet,Basilic boots,おうじゃのブーツ,,Botas reales,Bottes épiscopales,Gesundungs-galoschen,Stivali regali
4320,823,18,Feet,Emperor's boots,ていおうのブーツ,,Botas imperiales,Bottes impériales,Kaiserstiefel,Stivaloni imperiali
4321,824,18,Feet,Boots of beatitude,てんていのブーツ,,Botas beatíficas,Bottes de béatitude,Stiefel der Seligkeit,Stivali della beatitudine
43FE,825,18,Feet,Sandals,サンダル,,Sandalias,Sandales,Sandalen,Sandali
43FC,826,18,Feet,Leather shoes,皮のくつ,,Zapatos de piel,Chaussures de cuir,Lederschuhe,Scarponi di pelle
4400,827,18,Feet,High heels,ハイヒール,,Zapatos de tacón,Talons hauts,Stöckelschuhe,Tacchi alti
4401,828,18,Feet,Stiletto heels,ピンヒール,,Zapatos de aguja,Talons aiguilles,Stilettos,Tacchi a spillo
4402,829,18,Feet,Highness heels,クインヒール,,Zapatos de altura,Talons sérénissimes,Hoheitsschuhe,Tacchi imperiali
43FD,830,18,Feet,Clogs,木のくつ,,Zuecos,Socques,Clogs,Zoccoli
43FF,831,18,Feet,Classy clogs,すてきなサボ,,Zuecos elegantes,Socques chic,Prima Pantinen,Zoccoli eleganti
4403,832,18,Feet,Galvanised geta,てつゲタ,,Getas galvanizadas,Sandales galvanisées,Stahlsandalen,Sandali d'acciaio
43FA,833,18,Feet,Sheepskin shoes,白のシューズ,,Zapatos de borrego,Bottines en agneau,Schafsleder-schuhe,Zampe di pecora
43F8,834,18,Feet,Siren sandals,まどうしのサンダル,,Sandalias de sirena,Sandales de sirène,Sirenensandalen,Sandali da sirena
4404,835,18,Feet,Sorceress sandals,むまのサンダル,,Sandalias de hechicera,Sandales de sorcière,Hexerinnen-sandalen,Sandali da strega
43FB,836,18,Feet,Starlet sandals,イケてるミュール,,Sandalias de corista,Sandales de starlette,Sternchensandalen,Sandali delle stelle
42D0,837,18,Feet,Kung fu shoes,カンフーシューズ,,Zapatos de kung fu,Chaussures de kung-fu,Kung-Fu-Schuhe,Scarponi da ninja
42D3,838,18,Feet,Wu shoes,ウーシュシューズ,,Zapatos de ante,Chaussures martiales,Wu-Schuhe,Scarponi Wu
